"textid","description"
defval_2968586585,difficoltà del parcheggio
defval_3059747310,fra 41 e 50 anni
defval_2794522999,Quadro/dirigente
defval_3057453604,telelavoro
defval_2978482560,due ore o più
defval_2642544860,"autobus urbano, filobus"
defval_2775583103,autonomia di movimento
defval_3058829820,meno di 20 euro
defval_2672101644,più di 450 euro
defval_3403483813,fra 51 e 60 anni
defval_3062565325,turni
defval_3184265658,rigido
defval_2784495988,"motocicletta, ciclomotore, scooter"
defval_3123120515,treno
defval_2879916388,comfort
defval_2890860827,mancanza di alternative valide
defval_2905737585,più di 60 anni
defval_3018918302,assunto a tempo determinato
defval_2931362254,apprendista/in formazione
defval_2999061027,stagista
defval_2630944909,full time 5 giorni a settimana
defval_2873690486,full time 6 giorni a settimana
defval_2946501042,orario libero
defval_2757626095,part time orizzontale
defval_2811496722,auto privata come passeggero insieme a dei colleghi
defval_2748647677,combinazione di mezzi pubblici e privati
defval_2978810348,"corriera, autobus extra-urbano"
defval_3188918839,"motocicletta, ciclomotore, scooter"
defval_3103983990,economicità
defval_2669414632,accompagnamento di persone
defval_2875066829,rispetto dell?ambiente
defval_2941978946,tra 50 euro e 150 euro
defval_2697398626,un?ora
defval_2778990844,auto privata/auto aziendale
defval_2901477813,alternativa meno stressante
defval_2725185793,salute
defval_2860255555,servizio pubblico non efficiente
defval_2975336844,da 80 a 100 euro
defval_3067677209,tra 150 euro e 250 euro
defval_2740455663,da 200 m a 300 m
defval_2983856410,puntualità
defval_2595489978,vicinanza alle fermate
defval_2999257617,auto ibrida
defval_2834893090,euro 0
defval_2627799170,euro 3
defval_3332508265,a piedi
defval_2856454491,metropolitana
defval_3039037899,auto privata
defval_3007580547,mancanza di percorsi ciclabili
defval_2956724598,da 20 a 40 euro
defval_2958887287,non so
defval_2544175239,meno di 100 m
defval_2892892444,non sono a conoscenza di questo servizio
defval_3164998189,tempo di viaggio
defval_2581334159,da 40 a 60 euro
defval_3009218959,da 300 m a 500 m
defval_3190229499,in auto come conducente
defval_2982087080,"0"
defval_3270052477,"informazione (orari, linee, etc)"
defval_2863139174,adeguatezza degli orari
defval_3435334351,motociclo a benzina
defval_3211921963,motociclo elettrico
defval_3043232123,bicicletta/monopattino
defval_2754742465,uno o più mezzi pubblici
defval_2860517792,sicurezza
defval_2674002232,attività extralavorative
defval_3058829822,da 2 km a 5 km
defval_2843019632,più di 5 km
defval_3050113597,in bicicletta
defval_2763655503,adeguatezza del percorso
defval_2904295673,"Medium (da 1,4 a 2,0 litri. Se Diesel 1700 - 2000 cc) "
defval_3104573994,"Large, SUV o Executive (>2,0 litri / > 2000 cc )  "
defval_2820278473,Meno di 250 cm^3
defval_2897742243,non so
defval_2851735732,"sì, se le fermate del trasporto pubblico fossero più vicine alla sede di lavoro"
defval_2916878717,niente
defval_2588412015,da 60 a 80 euro
defval_2814511383,tra 250 euro e 350 euro
defval_2873821461,in motociclo
defval_2581006519,auto elettrica
defval_2737375621,euro 1
defval_2904099271,euro 2
defval_3110406605,euro 5
defval_2874673372,più di 100 euro
defval_3094219366,tra 350 euro e 450 euro
defval_3071019532,da 1 km a 2 km
defval_3112176168,no
defval_2803894601,bicicletta tradizionale
defval_2879981851,euro 4
defval_2704279739,parcheggio multipiano o custodito in convenzione
defval_2609711253,non so
defval_2836531615,da 500 m a 1 km
defval_2808547725,in auto come passeggero
defval_3001944525,"1"
defval_2996701552,"2"
defval_2998340142,sì
defval_2757495007,auto
defval_2823555462,auto a metano
defval_2855012630,"sì, se fosse fornito l?abbonamento dall?azienda"
defval_2969504121,"sì, se ci fosse maggiore affidabilità del trasporto pubblico (es. rispetto degli orari e delle corse)"
defval_3143502257,"sì, se fossero disponibili spazi di sosta riservati agli equipaggi car pooling"
defval_2947484054,da 100 m a 200 m
defval_2652113136,tariffe
defval_2666006808,"informazione (orari, percorsi, etc)"
defval_2655848632,auto gpl
defval_2721908965,euro 6
defval_3040741816,"Piccola (<1,4 litri. Se Diesel < 1700 cc)"
defval_2629634177,non so
defval_2907769178,"sì, se ci fossero piste ciclabili migliori e più sicure"
defval_2744977697,Più di 750 cm^3
defval_2917468551,sulla strada
defval_3059026425,"sì, in presenza di parcheggi di scambio lungo il percorso"
defval_2733115678,"sì, se l?azienda mi fornisse la bicicletta elettrica"
defval_3211725423,"sì, se i marciapiedi e i percorsi pedonali fossero più curati"
defval_3184790025,bici
defval_2948598198,Da 250 cm^3 a 750 cm^3
defval_2915240283,più di 60 euro
defval_2894399698,parcheggio esterno alla sede a pagamento
defval_2933328221,"sì, se il tempo di spostamento non fosse superiore di 5 o 10 minuti rispetto a quello attuale"
defval_2961181049,"sì, se fossero disponibili spogliatoi e docce"
defval_3047098754,no
defval_2642413782,"sì, in presenza di un sistema che mi mettesse in contatto con chi fa il mio stesso percorso nelle stesse ore"
defval_2877294934,"sì, in presenza di mezzi aziendali di collegamento con le principali fermate del trasporto pubblico"
defval_2689075437,"sì, se fossero erogati dei buoni carburante dall?azienda agli equipaggi di car pooling"
defval_2933000588,"sì, se le strade fossero maggiormente illuminate"
defval_2799831278,non sono disposto ad utilizzare un'app di gamification
defval_3013675426,"sì, se dovessi pagare la sosta della mia auto"
defval_2983266810,piedi
defval_2820737463,auto privata/auto aziendale
defval_2818967918,auto privata
defval_2970159474,rigido (selezionare se si lavora su turni)
defval_3011840423,abbonamento car sharing
defval_2720860373,nessuno
defval_2841184580,"no, mai"
defval_2942568966,"sì, se fossero costantemente igienizzati e forniti di disinfettante"
defval_1213728605,A sud della stazione
defval_69992866,sede
defval_66716057,casa
defval_3109489108,nessuno dei precedenti
defval_2717452467,"sì, se potessi usufruire di scontistiche"
defval_2831747458,"sì, se potessi rateizzare il costo in busta paga"
defval_3292662358,bike sharing
defval_2988050961,scooter sharing
defval_3091990980,"sì, se potessi prenotare il mezzo in anticipo"
defval_3041069601,car sharing
defval_VSTAYATWRK,resto nei pressi della sede di lavoro
defval_2939226628,bicicletta/monopattino
defval_2957117844,abbonamento trasporto pubblico locale
defval_2896038287,abbonamento bike sharing
defval_2689796297,abbonamento scooter sharing
defval_2888567138,abbonamento monopattino sharing
defval_2926643613,abbonamento parcheggio
defval_2955282794,"sì, se potessi rateizzare il costo in busta paga"
defval_2997815691,monopattino sharing
defval_2925594972,trasporto pubblico locale
defval_2980907333,Dichiaro di aver letto e compreso l?informativa sulla privacy di cui sopra
defval_1349060548,A nord della stazione
defval_190057991,Il comune del mio domicilio non è Fano
defval_393085919,sede e casa
defval_2537425038,"24 anni o meno"
defval_3076393477,"25 - 34 anni"
defval_3261401694,"45 - 54 anni"
defval_2843740532,"35 - 44 anni"
defval_2977303027,"55 anni o più"
defval_3077245346,Quadro/dirigente      
defval_2819492203,Impiegato/operaio
defval_2943355301,tempo pieno
defval_2806581536,orario flessibile
defval_2760902893,orario fisso
defval_2808940810,"sì, se potessi usufruire di incentivi per l'acquisto di un abbonamento "
defval_816454603,"sì, se la zona in cui risiedo fosse collegata meglio alla mia sede di lavoro"
defval_2812807491,da 21 a 50 euro
defval_2989623719,da 51 a 100 euro
defval_2772502727,da 101 a 150 euro
defval_2798389489,da 151 a 200 euro
defval_2565539947,da 201 a 250
defval_282198751,oltre 251
defval_3253012976,auto 
defval_1360004798,"tra 1,4l - 2,0l (medium)"
defval_1621428099,"inferiore a 0,8l (mini)"
defval_1784744199,scomodità fasce orarie
defval_2750089554,autobus urbano (o filobus o tram)
defval_1074791982,inferiore di 250cc
defval_3034319322,"sì, se ci fosse maggiore disponibilità di corsie ciclabili e/o strutture dedicate a chi va in bici o in monopattino "
defval_9764963,"11"
defval_822871566,frequenza corse
defval_3794996460,fermata distante dal mio domicilio
defval_1926498665,scomodità di parcheggio
defval_2607352038,treno regionale
defval_847054212,maggiore di 50cc
defval_727581844,tra 250cc - 750cc
defval_1253443166,"tra 0.8l - 1,4l (small)"
defval_3939961997,"maggiore a 2,0l (large-SUV-executive)"
defval_2831554115,abbonamento al trasporto integrato (regionale o altro tipo)
defval_2822375715,fra 51 e 60 anni
defval_2872379788,Quadro/dirigente
defval_2996636044,autobus extra-urbano
defval_9830500,"12"
defval_32506103,PWO
defval_2705459583,auto privata/auto aziendale
defval_2881554842,fra 41 e 50 anni
defval_2881554853,più di 60 anni
defval_2628389063,Impiegato
defval_3039758659,Dichiaro di aver letto l?informativa sulla privacy e acconsento al trattamento dei miei dati personali
defval_2699561260,uomo
defval_2790852987,donna
defval_2876377598,Preferisco non rispondere
defval_3046574523,meno di 20 anni
defval_2853243047,fra 21 e 30 anni
defval_2851604818,fra 31 e 40 anni
defval_2874739020,economicità
defval_2877491581,abbonamento parcheggio
defval_2936604935,da 500 m a 1 km
defval_2968717583,"0"
defval_2798127441,no
defval_3344304644,Meno di 250 cm^3
defval_2947090820,non so
defval_2953710003,"sì, se fossero erogati dei buoni carburante dall?azienda agli equipaggi di car pooling"
defval_3108702651,"sì, se potessi rateizzare il costo in busta paga"
defval_3424324303,uno o più mezzi pubblici
defval_2903705957,tempo di viaggio
defval_3133802852,mancanza di percorsi ciclabili
defval_2722040036,auto ibrida
defval_2739800375,tram
defval_3049654695,metropolitana
defval_2978023947,salute
defval_2996308391,servizio pubblico non efficiente
defval_2970421677,tariffe
defval_3035826565,auto
defval_2774927614,assunto a tempo indeterminato
defval_2914453836,assunto a tempo determinato
defval_3060599216,apprendista/in formazione
defval_3017673228,stagista
defval_2769684833,"motocicletta, ciclomotore, scooter"
defval_2839087359,a piedi
defval_2830698746,auto privata/auto aziendale
defval_2795309289,difficoltà del parcheggio
defval_2872510691,autonomia di movimento
defval_2802583731,rispetto dell?ambiente
defval_2832664924,abbonamento bike sharing
defval_2954168702,full time 5 giorni a settimana
defval_2609711295,full time 6 giorni a settimana
defval_2788755782,part time verticale
defval_2932607262,mezz?ora
defval_3005876709,auto privata
defval_2878081340,accompagnamento di persone
defval_2676820288,meno di 100 m
defval_2782988566,Più di 750 cm^3
defval_2998340039,"sì, in presenza di parcheggi di scambio lungo il percorso"
defval_2673281170,"sì, se fossero disponibili spazi di sosta riservati agli equipaggi car pooling"
defval_2916616587,part time orizzontale
defval_3002730878,turni
defval_2395539520,telelavoro
defval_2703690011,orario libero
defval_2750351641,treno
defval_3096119846,"autobus urbano, filobus"
defval_2753825042,"motocicletta, ciclomotore, scooter"
defval_2603944144,mancanza di alternative valide
defval_2900232531,abbonamento trasporto pubblico locale
defval_2887846186,tra 50 euro e 150 euro
defval_3036219821,non so
defval_2893023648,da 2 km a 5 km
defval_2967407017,adeguatezza degli orari
defval_2939750876,auto diesel
defval_3134196166,un?ora
defval_2888567247,due ore o più
defval_2634680499,auto privata come passeggero insieme a dei colleghi
defval_2927823209,bicicletta/monopattino
defval_3015707102,combinazione di mezzi pubblici e privati
defval_2961967489,"corriera, autobus extra-urbano"
defval_2600011976,alternativa meno stressante
defval_3272739376,attività extralavorative
defval_3027044828,rigido
defval_2690910454,auto privata come conducente insieme a dei colleghi
defval_2866546980,auto privata
defval_3076262390,bicicletta/monopattino
defval_3119843777,sicurezza
defval_2975926723,comfort
defval_3569945333,abbonamento scooter sharing
defval_2913798473,da 40 a 60 euro
defval_3203009103,da 60 a 80 euro
defval_3226077747,più di 450 euro
defval_3145206331,da 1 km a 2 km
defval_2773420411,niente
defval_2894989721,da 20 a 40 euro
defval_2700806393,tra 150 euro e 250 euro
defval_2795047232,in motociclo
defval_2846951718,in auto come conducente
defval_3032287699,sì
defval_3382446790,euro 0
defval_3029404078,"Piccola (<1,4 litri. Se Diesel < 1700 cc)"
defval_2792491283,abbonamento car sharing
defval_2665482316,abbonamento monopattino sharing
defval_3085568460,da 80 a 100 euro
defval_2631993639,in bicicletta
defval_3254782524,in auto come passeggero
defval_2899577197,"Medium (da 1,4 a 2,0 litri. Se Diesel 1700 - 2000 cc) "
defval_3218803307,parcheggio esterno alla sede gratuito
defval_3080587801,nessuno dei precedenti
defval_2865367281,meno di 20 euro
defval_2790852871,tra 350 euro e 450 euro
defval_2682783902,da 100 m a 200 m
defval_2731805005,da 200 m a 300 m
defval_2955479416,più di 5 km
defval_2900035860,"1"
defval_2851014947,più di 2
defval_3125742009,"informazione (orari, linee, etc)"
defval_2818050230,non sono a conoscenza di questo servizio
defval_3000764752,più di 100 euro
defval_2625112254,tra 250 euro e 350 euro
defval_2892171744,motociclo elettrico
defval_2795178295,nessuno
defval_2546206916,più di 60 euro
defval_2967931277,"sì, se potessi prenotare il mezzo in anticipo"
defval_3008760316,da 300 m a 500 m
defval_3211725363,"informazione (orari, percorsi, etc)"
defval_2748778732,auto a metano
defval_2801928472,"2"
defval_2863663575,adeguatezza del percorso
defval_2980252080,auto a benzina
defval_3051293191,auto gpl
defval_2715093202,"sì, se fosse fornito l?abbonamento dall?azienda"
defval_2983856520,puntualità
defval_2902591897,vicinanza alle fermate
defval_2775320855,parcheggio esterno alla sede a pagamento
defval_3100183031,"sì, se ci fosse maggiore affidabilità del trasporto pubblico (es. rispetto degli orari e delle corse)"
defval_2747140348,"sì, se dovessi pagare la sosta della mia auto"
defval_2590378122,"sì, se fossero costantemente igienizzati e forniti di disinfettante"
defval_3056208234,meno di 20 anni
defval_3248753218,part time verticale
defval_2929723759,motociclo a benzina
defval_3043625336,euro 3
defval_2786527456,fra 21 e 30 anni
defval_3014723944,fra 31 e 40 anni
defval_2744191294,turni
defval_2896562607,orario libero
defval_3033139640,abbonamento car sharing
defval_2706442492,bicicletta tradizionale
defval_2733705451,bicicletta elettrica
defval_3425307323,auto elettrica
defval_2858486094,euro 1
defval_3301116562,"sì, se fossero disponibili spogliatoi e docce"
defval_2929527153,euro 2
defval_2952137270,euro 4
defval_2936277385,euro 5
defval_2772699528,Da 250 cm^3 a 750 cm^3
defval_2892826923,parcheggio multipiano o custodito in convenzione
